YEAR,STATE,STATEFP,COUNTYFP,NAME,PERSONS_OF_LATINO_ORIGIN
1980,Virginia,51,147,PRINCE EDWARD COUNTY,126
1980,Virginia,51,149,PRINCE GEORGE COUNTY,930
1980,Virginia,51,153,PRINCE WILLIAM COUNTY,3272
1980,Virginia,51,155,PULASKI COUNTY,182
1980,Virginia,51,750,RADFORD CITY,92
1980,Virginia,51,157,RAPPAHANNOCK COUNTY,54
1980,Virginia,51,159,RICHMOND COUNTY,50
1980,Virginia,51,760,RICHMOND CITY,2210
1980,Virginia,51,161,ROANOKE COUNTY,354
1980,Virginia,51,770,ROANOKE CITY,681
1980,Virginia,51,163,ROCKBRIDGE COUNTY,108
1980,Virginia,51,165,ROCKINGHAM COUNTY,415
1980,Virginia,51,167,RUSSELL COUNTY,157
1980,Virginia,51,775,SALEM CITY,99
1980,Virginia,51,169,SCOTT COUNTY,122
1980,Virginia,51,171,SHENANDOAH COUNTY,191
1980,Virginia,51,173,SMYTH COUNTY,160
1980,Virginia,51,780,SOUTH BOSTON CITY,53
1980,Virginia,51,175,SOUTHAMPTON COUNTY,162
1980,Virginia,51,177,SPOTSYLVANIA COUNTY,292
1980,Virginia,51,179,STAFFORD COUNTY,502
1980,Virginia,51,790,STAUNTON CITY,116
1980,Virginia,51,800,SUFFOLK CITY,349
1980,Virginia,51,181,SURRY COUNTY,113
1980,Virginia,51,183,SUSSEX COUNTY,182
1980,Virginia,51,185,TAZEWELL COUNTY,274
1980,Virginia,51,810,VIRGINIA BEACH CITY,5160
1980,Virginia,51,187,WARREN COUNTY,194
1980,Virginia,51,191,WASHINGTON COUNTY,186
1980,Virginia,51,820,WAYNESBORO CITY,91
1980,Virginia,51,193,WESTMORELAND COUNTY,118
1980,Virginia,51,830,WILLIAMSBURG CITY,106
1980,Virginia,51,840,WINCHESTER CITY,114
1980,Virginia,51,195,WISE COUNTY,204
1980,Virginia,51,197,WYTHE COUNTY,101
1980,Virginia,51,199,YORK COUNTY,572
1980,Washington,53,001,ADAMS COUNTY,2953
1980,Washington,53,003,ASOTIN COUNTY,157
1980,Washington,53,005,BENTON COUNTY,4598
1980,Washington,53,007,CHELAN COUNTY,1368
1980,Washington,53,009,CLALLAM COUNTY,647
1980,Washington,53,011,CLARK COUNTY,3059
1980,Washington,53,013,COLUMBIA COUNTY,113
1980,Washington,53,015,COWLITZ COUNTY,1067
1980,Washington,53,017,DOUGLAS COUNTY,652
1980,Washington,53,019,FERRY COUNTY,61
1980,Washington,53,021,FRANKLIN COUNTY,5412
1980,Washington,53,023,GARFIELD COUNTY,6
1980,Washington,53,025,GRANT COUNTY,5469
1980,Washington,53,027,GRAYS HARBOR COUNTY,870
1980,Washington,53,029,ISLAND COUNTY,1124
1980,Washington,53,031,JEFFERSON COUNTY,204
1980,Washington,53,033,KING COUNTY,26631
1980,Washington,53,035,KITSAP COUNTY,3781
1980,Washington,53,037,KITTITAS COUNTY,314
1980,Washington,53,039,KLICKITAT COUNTY,474
1980,Washington,53,041,LEWIS COUNTY,680
1980,Washington,53,043,LINCOLN COUNTY,74
1980,Washington,53,045,MASON COUNTY,432
1980,Washington,53,047,OKANOGAN COUNTY,626
1980,Washington,53,049,PACIFIC COUNTY,172
1980,Washington,53,051,PEND OREILLE COUNTY,102
1980,Washington,53,053,PIERCE COUNTY,12892
1980,Washington,53,055,SAN JUAN COUNTY,50
1980,Washington,53,057,SKAGIT COUNTY,2008
1980,Washington,53,059,SKAMANIA COUNTY,81
1980,Washington,53,061,SNOHOMISH COUNTY,5440
1980,Washington,53,063,SPOKANE COUNTY,4811
1980,Washington,53,065,STEVENS COUNTY,310
1980,Washington,53,067,THURSTON COUNTY,2577
1980,Washington,53,069,WAHKIAKUM COUNTY,78
1980,Washington,53,071,WALLA WALLA COUNTY,2572
1980,Washington,53,073,WHATCOM COUNTY,2065
1980,Washington,53,075,WHITMAN COUNTY,631
1980,Washington,53,077,YAKIMA COUNTY,25455
1980,West Virginia,54,001,BARBOUR COUNTY,109
1980,West Virginia,54,003,BERKELEY COUNTY,341
1980,West Virginia,54,005,BOONE COUNTY,164
1980,West Virginia,54,007,BRAXTON COUNTY,79
1980,West Virginia,54,009,BROOKE COUNTY,113
1980,West Virginia,54,011,CABELL COUNTY,520
1980,West Virginia,54,013,CALHOUN COUNTY,66
1980,West Virginia,54,015,CLAY COUNTY,74
1980,West Virginia,54,017,DODDRIDGE COUNTY,45
1980,West Virginia,54,019,FAYETTE COUNTY,465
1980,West Virginia,54,021,GILMER COUNTY,41
1980,West Virginia,54,023,GRANT COUNTY,89
1980,West Virginia,54,025,GREENBRIER COUNTY,208
1980,West Virginia,54,027,HAMPSHIRE COUNTY,64
1980,West Virginia,54,029,HANCOCK COUNTY,236
1980,West Virginia,54,031,HARDY COUNTY,71
1980,West Virginia,54,033,HARRISON COUNTY,909
1980,West Virginia,54,035,JACKSON COUNTY,111
1980,West Virginia,54,037,JEFFERSON COUNTY,245
1980,West Virginia,54,039,KANAWHA COUNTY,1210
1980,West Virginia,54,041,LEWIS COUNTY,96
1980,West Virginia,54,043,LINCOLN COUNTY,161
1980,West Virginia,54,045,LOGAN COUNTY,561
1980,West Virginia,54,049,MARION COUNTY,463
1980,West Virginia,54,051,MARSHALL COUNTY,400
1980,West Virginia,54,053,MASON COUNTY,109
1980,West Virginia,54,047,MCDOWELL COUNTY,499
1980,West Virginia,54,055,MERCER COUNTY,526
1980,West Virginia,54,057,MINERAL COUNTY,93
1980,West Virginia,54,059,MINGO COUNTY,272
1980,West Virginia,54,061,MONONGALIA COUNTY,556
1980,West Virginia,54,063,MONROE COUNTY,116
1980,West Virginia,54,065,MORGAN COUNTY,49
1980,West Virginia,54,067,NICHOLAS COUNTY,136
1980,West Virginia,54,069,OHIO COUNTY,309
1980,West Virginia,54,071,PENDLETON COUNTY,62
1980,West Virginia,54,073,PLEASANTS COUNTY,39
1980,West Virginia,54,075,POCAHONTAS COUNTY,56
1980,West Virginia,54,077,PRESTON COUNTY,205
1980,West Virginia,54,079,PUTNAM COUNTY,195
1980,West Virginia,54,081,RALEIGH COUNTY,546
1980,West Virginia,54,083,RANDOLPH COUNTY,224
1980,West Virginia,54,085,RITCHIE COUNTY,62
1980,West Virginia,54,087,ROANE COUNTY,118
1980,West Virginia,54,089,SUMMERS COUNTY,207
1980,West Virginia,54,091,TAYLOR COUNTY,124
1980,West Virginia,54,093,TUCKER COUNTY,72
1980,West Virginia,54,095,TYLER COUNTY,30
1980,West Virginia,54,097,UPSHUR COUNTY,138
1980,West Virginia,54,099,WAYNE COUNTY,195
1980,West Virginia,54,101,WEBSTER COUNTY,69
1980,West Virginia,54,103,WETZEL COUNTY,102
1980,West Virginia,54,105,WIRT COUNTY,35
1980,West Virginia,54,107,WOOD COUNTY,406
1980,West Virginia,54,109,WYOMING COUNTY,316
1980,Wisconsin,55,001,ADAMS COUNTY,105
1980,Wisconsin,55,003,ASHLAND COUNTY,49
1980,Wisconsin,55,005,BARRON COUNTY,131
1980,Wisconsin,55,007,BAYFIELD COUNTY,47
1980,Wisconsin,55,009,BROWN COUNTY,906
1980,Wisconsin,55,011,BUFFALO COUNTY,22
1980,Wisconsin,55,013,BURNETT COUNTY,24
1980,Wisconsin,55,015,CALUMET COUNTY,105
1980,Wisconsin,55,017,CHIPPEWA COUNTY,143
1980,Wisconsin,55,019,CLARK COUNTY,103
1980,Wisconsin,55,021,COLUMBIA COUNTY,216
1980,Wisconsin,55,023,CRAWFORD COUNTY,43
1980,Wisconsin,55,025,DANE COUNTY,3280
1980,Wisconsin,55,027,DODGE COUNTY,677
1980,Wisconsin,55,029,DOOR COUNTY,130
1980,Wisconsin,55,031,DOUGLAS COUNTY,139
1980,Wisconsin,55,033,DUNN COUNTY,93
1980,Wisconsin,55,035,EAU CLAIRE COUNTY,261
1980,Wisconsin,55,037,FLORENCE COUNTY,14
1980,Wisconsin,55,039,FOND DU LAC COUNTY,752
1980,Wisconsin,55,041,FOREST COUNTY,25
1980,Wisconsin,55,043,GRANT COUNTY,167
1980,Wisconsin,55,045,GREEN COUNTY,85
1980,Wisconsin,55,047,GREEN LAKE COUNTY,194
1980,Wisconsin,55,049,IOWA COUNTY,51
1980,Wisconsin,55,051,IRON COUNTY,16
1980,Wisconsin,55,053,JACKSON COUNTY,43
1980,Wisconsin,55,055,JEFFERSON COUNTY,889
1980,Wisconsin,55,057,JUNEAU COUNTY,105
1980,Wisconsin,55,059,KENOSHA COUNTY,3578
1980,Wisconsin,55,061,KEWAUNEE COUNTY,54
1980,Wisconsin,55,063,LA CROSSE COUNTY,344
1980,Wisconsin,55,065,LAFAYETTE COUNTY,52
1980,Wisconsin,55,067,LANGLADE COUNTY,97
1980,Wisconsin,55,069,LINCOLN COUNTY,94
1980,Wisconsin,55,071,MANITOWOC COUNTY,522
1980,Wisconsin,55,073,MARATHON COUNTY,281
1980,Wisconsin,55,075,MARINETTE COUNTY,76
1980,Wisconsin,55,077,MARQUETTE COUNTY,98
1980,Wisconsin,55,078,MENOMINEE COUNTY,57
1980,Wisconsin,55,079,MILWAUKEE COUNTY,29343
1980,Wisconsin,55,081,MONROE COUNTY,125
1980,Wisconsin,55,083,OCONTO COUNTY,94
1980,Wisconsin,55,085,ONEIDA COUNTY,75
1980,Wisconsin,55,087,OUTAGAMIE COUNTY,680
1980,Wisconsin,55,089,OZAUKEE COUNTY,530
1980,Wisconsin,55,091,PEPIN COUNTY,20
1980,Wisconsin,55,093,PIERCE COUNTY,140
1980,Wisconsin,55,095,POLK COUNTY,84
1980,Wisconsin,55,097,PORTAGE COUNTY,447
1980,Wisconsin,55,099,PRICE COUNTY,32
1980,Wisconsin,55,101,RACINE COUNTY,7201
1980,Wisconsin,55,103,RICHLAND COUNTY,61
1980,Wisconsin,55,105,ROCK COUNTY,958
1980,Wisconsin,55,107,RUSK COUNTY,58
1980,Wisconsin,55,111,SAUK COUNTY,153
1980,Wisconsin,55,113,SAWYER COUNTY,14
1980,Wisconsin,55,115,SHAWANO COUNTY,86
1980,Wisconsin,55,117,SHEBOYGAN COUNTY,1047
1980,Wisconsin,55,109,ST. CROIX COUNTY,138
1980,Wisconsin,55,119,TAYLOR COUNTY,56
1980,Wisconsin,55,121,TREMPEALEAU COUNTY,105
1980,Wisconsin,55,123,VERNON COUNTY,53
1980,Wisconsin,55,125,VILAS COUNTY,38
1980,Wisconsin,55,127,WALWORTH COUNTY,1330
1980,Wisconsin,55,129,WASHBURN COUNTY,34
1980,Wisconsin,55,131,WASHINGTON COUNTY,472
1980,Wisconsin,55,133,WAUKESHA COUNTY,3998
1980,Wisconsin,55,135,WAUPACA COUNTY,246
1980,Wisconsin,55,137,WAUSHARA COUNTY,296
1980,Wisconsin,55,139,WINNEBAGO COUNTY,719
1980,Wisconsin,55,141,WOOD COUNTY,271
1980,Wyoming,56,001,ALBANY COUNTY,1870
1980,Wyoming,56,003,BIG HORN COUNTY,455
1980,Wyoming,56,005,CAMPBELL COUNTY,625
1980,Wyoming,56,007,CARBON COUNTY,2466
1980,Wyoming,56,009,CONVERSE COUNTY,697
1980,Wyoming,56,011,CROOK COUNTY,19
1980,Wyoming,56,013,FREMONT COUNTY,1264
1980,Wyoming,56,015,GOSHEN COUNTY,897
1980,Wyoming,56,017,HOT SPRINGS COUNTY,87
1980,Wyoming,56,019,JOHNSON COUNTY,92
1980,Wyoming,56,021,LARAMIE COUNTY,6625
1980,Wyoming,56,023,LINCOLN COUNTY,290
1980,Wyoming,56,025,NATRONA COUNTY,2550
1980,Wyoming,56,027,NIOBRARA COUNTY,27
1980,Wyoming,56,029,PARK COUNTY,781
1980,Wyoming,56,031,PLATTE COUNTY,573
1980,Wyoming,56,033,SHERIDAN COUNTY,472
1980,Wyoming,56,035,SUBLETTE COUNTY,39
1980,Wyoming,56,037,SWEETWATER COUNTY,3247
1980,Wyoming,56,039,TETON COUNTY,132
1980,Wyoming,56,041,UINTA COUNTY,403
1980,Wyoming,56,043,WASHAKIE COUNTY,810
1980,Wyoming,56,045,WESTON COUNTY,78
1990,Alabama,01,001,Autauga County,230
1990,Alabama,01,003,Baldwin County,1022
1990,Alabama,01,005,Barbour County,124
1990,Alabama,01,007,Bibb County,39
1990,Alabama,01,009,Blount County,286
1990,Alabama,01,011,Bullock County,65
1990,Alabama,01,013,Butler County,65
1990,Alabama,01,015,Calhoun County,1282
1990,Alabama,01,017,Chambers County,127
1990,Alabama,01,019,Cherokee County,57
1990,Alabama,01,021,Chilton County,116
1990,Alabama,01,023,Choctaw County,53
1990,Alabama,01,025,Clarke County,103
1990,Alabama,01,027,Clay County,27
1990,Alabama,01,029,Cleburne County,38
1990,Alabama,01,031,Coffee County,471
1990,Alabama,01,033,Colbert County,187
1990,Alabama,01,035,Conecuh County,82
1990,Alabama,01,037,Coosa County,18
1990,Alabama,01,039,Covington County,130
1990,Alabama,01,041,Crenshaw County,30
1990,Alabama,01,043,Cullman County,272
1990,Alabama,01,045,Dale County,1215
1990,Alabama,01,047,Dallas County,131
1990,Alabama,01,049,DeKalb County,215
1990,Alabama,01,051,Elmore County,270
1990,Alabama,01,053,Escambia County,169
1990,Alabama,01,055,Etowah County,331
1990,Alabama,01,057,Fayette County,78
1990,Alabama,01,059,Franklin County,101
1990,Alabama,01,061,Geneva County,121
1990,Alabama,01,063,Greene County,24
1990,Alabama,01,065,Hale County,57
1990,Alabama,01,067,Henry County,92
1990,Alabama,01,069,Houston County,464
1990,Alabama,01,071,Jackson County,208
1990,Alabama,01,073,Jefferson County,2745
1990,Alabama,01,075,Lamar County,71
1990,Alabama,01,077,Lauderdale County,313
1990,Alabama,01,079,Lawrence County,102
1990,Alabama,01,081,Lee County,552
1990,Alabama,01,083,Limestone County,261
1990,Alabama,01,085,Lowndes County,60
1990,Alabama,01,087,Macon County,103
1990,Alabama,01,089,Madison County,2984
1990,Alabama,01,091,Marengo County,75
1990,Alabama,01,093,Marion County,65
1990,Alabama,01,095,Marshall County,289
1990,Alabama,01,097,Mobile County,3164
1990,Alabama,01,099,Monroe County,94
1990,Alabama,01,101,Montgomery County,1624
1990,Alabama,01,103,Morgan County,584
1990,Alabama,01,105,Perry County,36
1990,Alabama,01,107,Pickens County,50
1990,Alabama,01,109,Pike County,108
1990,Alabama,01,111,Randolph County,53
1990,Alabama,01,113,Russell County,301
1990,Alabama,01,117,Shelby County,525
1990,Alabama,01,115,St. Clair County,209
1990,Alabama,01,119,Sumter County,78
1990,Alabama,01,121,Talladega County,490
1990,Alabama,01,123,Tallapoosa County,71
1990,Alabama,01,125,Tuscaloosa County,948
1990,Alabama,01,127,Walker County,224
1990,Alabama,01,129,Washington County,51
1990,Alabama,01,131,Wilcox County,40
1990,Alabama,01,133,Winston County,59
1990,Alaska,02,013,Aleutians East Borough,180
1990,Alaska,02,016,Aleutians West Census Area,742
1990,Alaska,02,020,Anchorage Borough,9258
1990,Alaska,02,050,Bethel Census Area,80
1990,Alaska,02,060,Bristol Bay Borough,33
1990,Alaska,02,070,Dillingham Census Area,49
1990,Alaska,02,090,Fairbanks North Star Borough,2899
1990,Alaska,02,100,Haines Borough,27
1990,Alaska,02,110,Juneau Borough,749
1990,Alaska,02,122,Kenai Peninsula Borough,726
1990,Alaska,02,130,Ketchikan Gateway Borough,285
1990,Alaska,02,150,Kodiak Island Borough,663
1990,Alaska,02,164,Lake and Peninsula Borough,32
1990,Alaska,02,170,Matanuska-Susitna Borough,752
1990,Alaska,02,180,Nome Census Area,106
1990,Alaska,02,185,North Slope Borough,124
1990,Alaska,02,188,Northwest Arctic Borough,36
1990,Alaska,02,201,Prince of Wales-Outer Ketchikan Census Area,121
1990,Alaska,02,220,Sitka Borough,209
1990,Alaska,02,231,Skagway-Yakutat-Angoon Census Area,67
1990,Alaska,02,240,Southeast Fairbanks Census Area,177
1990,Alaska,02,261,Valdez-Cordova Census Area,270
1990,Alaska,02,270,Wade Hampton Census Area,17
1990,Alaska,02,280,Wrangell-Petersburg Census Area,119
1990,Alaska,02,290,Yukon-Koyukuk Census Area,82
1990,Arizona,04,001,Apache County,2599
1990,Arizona,04,003,Cochise County,28379
1990,Arizona,04,005,Coconino County,9696
1990,Arizona,04,007,Gila County,7486
1990,Arizona,04,009,Graham County,6682
1990,Arizona,04,011,Greenlee County,3456
1990,Arizona,04,012,La Paz County,3139
1990,Arizona,04,013,Maricopa County,345498
1990,Arizona,04,015,Mohave County,4919
1990,Arizona,04,017,Navajo County,5652
1990,Arizona,04,019,Pima County,163262
1990,Arizona,04,021,Pinal County,34062
1990,Arizona,04,023,Santa Cruz County,23221
1990,Arizona,04,025,Yavapai County,6899
1990,Arizona,04,027,Yuma County,43388
1990,Arkansas,05,001,Arkansas County,61
1990,Arkansas,05,003,Ashley County,220
1990,Arkansas,05,005,Baxter County,171
1990,Arkansas,05,007,Benton County,1359
1990,Arkansas,05,009,Boone County,171
1990,Arkansas,05,011,Bradley County,191
1990,Arkansas,05,013,Calhoun County,31
1990,Arkansas,05,015,Carroll County,194
1990,Arkansas,05,017,Chicot County,159
1990,Arkansas,05,019,Clark County,127
1990,Arkansas,05,021,Clay County,70
1990,Arkansas,05,023,Cleburne County,105
1990,Arkansas,05,025,Cleveland County,47
1990,Arkansas,05,027,Columbia County,77
1990,Arkansas,05,029,Conway County,119
1990,Arkansas,05,031,Craighead County,386
1990,Arkansas,05,033,Crawford County,459
1990,Arkansas,05,035,Crittenden County,336
1990,Arkansas,05,037,Cross County,109
1990,Arkansas,05,039,Dallas County,32
1990,Arkansas,05,041,Desha County,152
1990,Arkansas,05,043,Drew County,92
1990,Arkansas,05,045,Faulkner County,341
1990,Arkansas,05,047,Franklin County,179
1990,Arkansas,05,049,Fulton County,28
1990,Arkansas,05,051,Garland County,777
1990,Arkansas,05,053,Grant County,82
1990,Arkansas,05,055,Greene County,167
1990,Arkansas,05,057,Hempstead County,291
1990,Arkansas,05,059,Hot Spring County,115
1990,Arkansas,05,061,Howard County,94
1990,Arkansas,05,063,Independence County,172
1990,Arkansas,05,065,Izard County,71
1990,Arkansas,05,067,Jackson County,66
1990,Arkansas,05,069,Jefferson County,427
1990,Arkansas,05,071,Johnson County,221
1990,Arkansas,05,073,Lafayette County,41
1990,Arkansas,05,075,Lawrence County,60
1990,Arkansas,05,077,Lee County,174
1990,Arkansas,05,079,Lincoln County,152
1990,Arkansas,05,081,Little River County,160
1990,Arkansas,05,083,Logan County,143
1990,Arkansas,05,085,Lonoke County,246
1990,Arkansas,05,087,Madison County,111
1990,Arkansas,05,089,Marion County,48
1990,Arkansas,05,091,Miller County,310
1990,Arkansas,05,093,Mississippi County,745
1990,Arkansas,05,095,Monroe County,32
1990,Arkansas,05,097,Montgomery County,56
1990,Arkansas,05,099,Nevada County,64
1990,Arkansas,05,101,Newton County,43
1990,Arkansas,05,103,Ouachita County,133
1990,Arkansas,05,105,Perry County,47
1990,Arkansas,05,107,Phillips County,237
1990,Arkansas,05,109,Pike County,56
1990,Arkansas,05,111,Poinsett County,124
1990,Arkansas,05,113,Polk County,301
1990,Arkansas,05,115,Pope County,423
1990,Arkansas,05,117,Prairie County,38
1990,Arkansas,05,119,Pulaski County,3199
1990,Arkansas,05,121,Randolph County,75
1990,Arkansas,05,125,Saline County,378
1990,Arkansas,05,127,Scott County,42
1990,Arkansas,05,129,Searcy County,32
1990,Arkansas,05,131,Sebastian County,1362
1990,Arkansas,05,133,Sevier County,632
1990,Arkansas,05,135,Sharp County,57
1990,Arkansas,05,123,St. Francis County,202
1990,Arkansas,05,137,Stone County,42
1990,Arkansas,05,139,Union County,222
1990,Arkansas,05,141,Van Buren County,98
1990,Arkansas,05,143,Washington County,1526
1990,Arkansas,05,145,White County,372
1990,Arkansas,05,147,Woodruff County,17
1990,Arkansas,05,149,Yell County,177
1990,California,06,001,Alameda County,181805
1990,California,06,003,Alpine County,74
1990,California,06,005,Amador County,2520
1990,California,06,007,Butte County,13606
1990,California,06,009,Calaveras County,1714
1990,California,06,011,Colusa County,5424
1990,California,06,013,Contra Costa County,91282
1990,California,06,015,Del Norte County,2414
1990,California,06,017,El Dorado County,8777
1990,California,06,019,Fresno County,236634
1990,California,06,021,Glenn County,4958
1990,California,06,023,Humboldt County,4989
1990,California,06,025,Imperial County,71935
1990,California,06,027,Inyo County,1536
1990,California,06,029,Kern County,151995
1990,California,06,031,Kings County,34551
1990,California,06,033,Lake County,3633
1990,California,06,035,Lassen County,2883
1990,California,06,037,Los Angeles County,3351242
1990,California,06,039,Madera County,30400
1990,California,06,041,Marin County,17930
1990,California,06,043,Mariposa County,697
1990,California,06,045,Mendocino County,8248
1990,California,06,047,Merced County,58107
1990,California,06,049,Modoc County,701
1990,California,06,051,Mono County,1126
1990,California,06,053,Monterey County,119570
1990,California,06,055,Napa County,15941
1990,California,06,057,Nevada County,3269
1990,California,06,059,Orange County,564828
1990,California,06,061,Placer County,13871
1990,California,06,063,Plumas County,907
1990,California,06,065,Riverside County,307514
1990,California,06,067,Sacramento County,121544
1990,California,06,069,San Benito County,16800
1990,California,06,071,San Bernardino County,378582
1990,California,06,073,San Diego County,510781
1990,California,06,075,San Francisco County,100717
1990,California,06,077,San Joaquin County,112673
1990,California,06,079,San Luis Obispo County,28923
1990,California,06,081,San Mateo County,114627
1990,California,06,083,Santa Barbara County,98199
1990,California,06,085,Santa Clara County,314564
1990,California,06,087,Santa Cruz County,46797
1990,California,06,089,Shasta County,5652
1990,California,06,091,Sierra County,184
1990,California,06,093,Siskiyou County,2549
1990,California,06,095,Solano County,45517
1990,California,06,097,Sonoma County,41223
1990,California,06,099,Stanislaus County,80897
1990,California,06,101,Sutter County,10592
1990,California,06,103,Tehama County,5124
1990,California,06,105,Trinity County,431
1990,California,06,107,Tulare County,120893
1990,California,06,109,Tuolumne County,3726
1990,California,06,111,Ventura County,176952
1990,California,06,113,Yolo County,28182
1990,California,06,115,Yuba County,6728
1990,Colorado,08,001,Adams County,49179
1990,Colorado,08,003,Alamosa County,5254
1990,Colorado,08,005,Arapahoe County,21743
1990,Colorado,08,007,Archuleta County,1244
1990,Colorado,08,009,Baca County,255
1990,Colorado,08,011,Bent County,1371
1990,Colorado,08,013,Boulder County,15195
1990,Colorado,08,015,Chaffee County,1200
1990,Colorado,08,017,Cheyenne County,83
1990,Colorado,08,019,Clear Creek County,254
1990,Colorado,08,021,Conejos County,4463
1990,Colorado,08,023,Costilla County,2452
1990,Colorado,08,025,Crowley County,912
1990,Colorado,08,027,Custer County,55
1990,Colorado,08,029,Delta County,1915
1990,Colorado,08,031,Denver County,107382
1990,Colorado,08,033,Dolores County,48
1990,Colorado,08,035,Douglas County,1910
1990,Colorado,08,037,Eagle County,2917
1990,Colorado,08,041,El Paso County,34473
1990,Colorado,08,039,Elbert County,211
1990,Colorado,08,043,Fremont County,2759
1990,Colorado,08,045,Garfield County,1673
1990,Colorado,08,047,Gilpin County,109
1990,Colorado,08,049,Grand County,243
1990,Colorado,08,051,Gunnison County,366
1990,Colorado,08,053,Hinsdale County,4
1990,Colorado,08,055,Huerfano County,2428
1990,Colorado,08,057,Jackson County,118
1990,Colorado,08,059,Jefferson County,30791
1990,Colorado,08,061,Kiowa County,55
1990,Colorado,08,063,Kit Carson County,468
1990,Colorado,08,067,La Plata County,3586
1990,Colorado,08,065,Lake County,1434
1990,Colorado,08,069,Larimer County,12227
1990,Colorado,08,071,Las Animas County,6080
1990,Colorado,08,073,Lincoln County,75
1990,Colorado,08,075,Logan County,1393
1990,Colorado,08,077,Mesa County,7563
1990,Colorado,08,079,Mineral County,27
1990,Colorado,08,081,Moffat County,698
1990,Colorado,08,083,Montezuma County,1612
1990,Colorado,08,085,Montrose County,2736
1990,Colorado,08,087,Morgan County,4034
1990,Colorado,08,089,Otero County,7104
1990,Colorado,08,091,Ouray County,103
1990,Colorado,08,093,Park County,206
1990,Colorado,08,095,Phillips County,170
1990,Colorado,08,097,Pitkin County,475
1990,Colorado,08,099,Prowers County,3102
1990,Colorado,08,101,Pueblo County,44090
1990,Colorado,08,103,Rio Blanco County,236
1990,Colorado,08,105,Rio Grande County,4342
1990,Colorado,08,107,Routt County,353
1990,Colorado,08,109,Saguache County,2106
1990,Colorado,08,111,San Juan County,118
1990,Colorado,08,113,San Miguel County,102
1990,Colorado,08,115,Sedgwick County,230
1990,Colorado,08,117,Summit County,323
1990,Colorado,08,119,Teller County,322
1990,Colorado,08,121,Washington County,139
1990,Colorado,08,123,Weld County,27502
1990,Colorado,08,125,Yuma County,284
1990,Connecticut,09,001,Fairfield County,70818
1990,Connecticut,09,003,Hartford County,71575
1990,Connecticut,09,005,Litchfield County,1907
1990,Connecticut,09,007,Middlesex County,2881
1990,Connecticut,09,009,New Haven County,51003
1990,Connecticut,09,011,New London County,8455
1990,Connecticut,09,013,Tolland County,2216
1990,Connecticut,09,015,Windham County,4261
1990,Delaware,10,001,Kent County,2540
1990,Delaware,10,003,New Castle County,11804
1990,Delaware,10,005,Sussex County,1476
1990,District of Columbia,11,001,District of Columbia,32710
1990,Florida,12,001,Alachua County,6779
1990,Florida,12,003,Baker County,200
1990,Florida,12,005,Bay County,2256
1990,Florida,12,007,Bradford County,426
1990,Florida,12,009,Brevard County,12261
1990,Florida,12,011,Broward County,108439
1990,Florida,12,013,Calhoun County,118
1990,Florida,12,015,Charlotte County,2764
1990,Florida,12,017,Citrus County,1702
1990,Florida,12,019,Clay County,2764
1990,Florida,12,021,Collier County,20734
1990,Florida,12,023,Columbia County,619
1990,Florida,12,025,Dade County,953407
1990,Florida,12,027,DeSoto County,2282
1990,Florida,12,029,Dixie County,96
1990,Florida,12,031,Duval County,17333
1990,Florida,12,033,Escambia County,5013
1990,Florida,12,035,Flagler County,1260
1990,Florida,12,037,Franklin County,65
1990,Florida,12,039,Gadsden County,964
1990,Florida,12,041,Gilchrist County,150
1990,Florida,12,043,Glades County,605
1990,Florida,12,045,Gulf County,86
1990,Florida,12,047,Hamilton County,295
1990,Florida,12,049,Hardee County,4562
1990,Florida,12,051,Hendry County,5757
1990,Florida,12,053,Hernando County,2962
1990,Florida,12,055,Highlands County,3500
1990,Florida,12,057,Hillsborough County,106908
1990,Florida,12,059,Holmes County,176
1990,Florida,12,061,Indian River County,2704
1990,Florida,12,063,Jackson County,974
1990,Florida,12,065,Jefferson County,130
1990,Florida,12,067,Lafayette County,226
1990,Florida,12,069,Lake County,4305
1990,Florida,12,071,Lee County,15094
1990,Florida,12,073,Leon County,4715
1990,Florida,12,075,Levy County,490
1990,Florida,12,077,Liberty County,108
1990,Florida,12,079,Madison County,231
1990,Florida,12,081,Manatee County,9424
1990,Florida,12,083,Marion County,5860
1990,Florida,12,085,Martin County,4728
1990,Florida,12,087,Monroe County,9580
1990,Florida,12,089,Nassau County,480
1990,Florida,12,091,Okaloosa County,4427
1990,Florida,12,093,Okeechobee County,3493
1990,Florida,12,095,Orange County,64946
1990,Florida,12,097,Osceola County,12866
1990,Florida,12,099,Palm Beach County,66613
1990,Florida,12,101,Pasco County,9309
1990,Florida,12,103,Pinellas County,20069
1990,Florida,12,105,Polk County,16600
1990,Florida,12,107,Putnam County,1688
1990,Florida,12,113,Santa Rosa County,1223
1990,Florida,12,115,Sarasota County,5882
1990,Florida,12,117,Seminole County,18606
1990,Florida,12,109,St. Johns County,1902
1990,Florida,12,111,St. Lucie County,5952
1990,Florida,12,119,Sumter County,762
1990,Florida,12,121,Suwannee County,417
1990,Florida,12,123,Taylor County,174
1990,Florida,12,125,Union County,335
1990,Florida,12,127,Volusia County,14840
1990,Florida,12,129,Wakulla County,83
1990,Florida,12,131,Walton County,244
1990,Florida,12,133,Washington County,180
1990,Georgia,13,001,Appling County,138
1990,Georgia,13,003,Atkinson County,154
1990,Georgia,13,005,Bacon County,83
1990,Georgia,13,007,Baker County,21
