YEAR,STATE,STATEFP,COUNTYFP,NAME,PERSONS_OF_LATINO_ORIGIN
1970,Alabama,01,001,Autauga,835
1970,Alabama,01,003,Baldwin,1284
1970,Alabama,01,005,Barbour,0
1970,Alabama,01,007,Bibb,0
1970,Alabama,01,009,Blount,0
1970,Alabama,01,011,Bullock,0
1970,Alabama,01,013,Butler,19
1970,Alabama,01,015,Calhoun,419
1970,Alabama,01,017,Chambers,1242
1970,Alabama,01,019,Cherokee,0
1970,Alabama,01,021,Chilton,0
1970,Alabama,01,023,Choctaw,214
1970,Alabama,01,025,Clarke,47
1970,Alabama,01,027,Clay,80
1970,Alabama,01,029,Cleburne,37
1970,Alabama,01,031,Coffee,71
1970,Alabama,01,033,Colbert,21
1970,Alabama,01,035,Conecuh,33
1970,Alabama,01,037,Coosa,0
1970,Alabama,01,039,Covington,482
1970,Alabama,01,041,Crenshaw,46
1970,Alabama,01,043,Cullman,1249
1970,Alabama,01,045,Dale,709
1970,Alabama,01,047,Dallas,348
1970,Alabama,01,049,De Kalb,2897
1970,Alabama,01,051,Elmore,773
1970,Alabama,01,053,Escambia,62
1970,Alabama,01,055,Etowah,58
1970,Alabama,01,057,Fayette,0
1970,Alabama,01,059,Franklin,0
1970,Alabama,01,061,Geneva,63
1970,Alabama,01,063,Greene,16
1970,Alabama,01,065,Hale,16
1970,Alabama,01,067,Henry,0
1970,Alabama,01,069,Houston,62
1970,Alabama,01,071,Jackson,79
1970,Alabama,01,073,Jefferson,11482
1970,Alabama,01,075,Lamar,87
1970,Alabama,01,077,Lauderdale,1194
1970,Alabama,01,079,Lawrence,905
1970,Alabama,01,081,Lee,116
1970,Alabama,01,083,Limestone,0
1970,Alabama,01,085,Lowndes,0
1970,Alabama,01,087,Macon,92
1970,Alabama,01,089,Madison,528
1970,Alabama,01,091,Marengo,0
1970,Alabama,01,093,Marion,187
1970,Alabama,01,095,Marshall,61
1970,Alabama,01,097,Mobile,6347
1970,Alabama,01,099,Monroe,253
1970,Alabama,01,101,Montgomery,2548
1970,Alabama,01,103,Morgan,308
1970,Alabama,01,105,Perry,0
1970,Alabama,01,107,Pickens,0
1970,Alabama,01,109,Pike,0
1970,Alabama,01,111,Randolph,224
1970,Alabama,01,113,Russell,60
1970,Alabama,01,117,Shelby,606
1970,Alabama,01,115,St Clair,0
1970,Alabama,01,119,Sumter,443
1970,Alabama,01,121,Talladega,286
1970,Alabama,01,123,Tallapoosa,865
1970,Alabama,01,125,Tuscaloosa,580
1970,Alabama,01,127,Walker,54
1970,Alabama,01,129,Washington,37
1970,Alabama,01,131,Wilcox,0
1970,Alabama,01,133,Winston,423
1970,Alaska,02,010,Aleutian Islands,200
1970,Alaska,02,020,Anchorage,2646
1970,Alaska,02,030,Angoon,0
1970,Alaska,02,040,Barrow,0
1970,Alaska,02,050,Bethel,0
1970,Alaska,02,060,Bristol Bay Borough,0
1970,Alaska,02,062,Bristol Bay Division,0
1970,Alaska,02,080,Cordova-Mc Carthy,0
1970,Alaska,02,090,Fairbanks,866
1970,Alaska,02,100,Haines,0
1970,Alaska,02,110,Juneau,146
1970,Alaska,02,120,Kenai-Cook Inlet,273
1970,Alaska,02,130,Ketchikan,50
1970,Alaska,02,140,Kobuk,0
1970,Alaska,02,150,Kodiak,96
1970,Alaska,02,160,Kuskokwim,0
1970,Alaska,02,170,Matanuska-Susitna,0
1970,Alaska,02,180,Nome,0
1970,Alaska,02,190,Outer Ketchikan,86
1970,Alaska,02,200,Prince Of Wales,0
1970,Alaska,02,210,Seward,64
1970,Alaska,02,220,Sitka,0
1970,Alaska,02,230,Skagway-Yakutat,0
1970,Alaska,02,240,Southeast Fairbanks,52
1970,Alaska,02,250,Upper Yukon,0
1970,Alaska,02,260,Valdez-Chitina-Whittier,0
1970,Alaska,02,270,Wade Hampton,19
1970,Alaska,02,280,Wrangell-Petersburg,0
1970,Alaska,02,290,Yukon-Koyukuk,100
1970,Arizona,04,001,Apache,1101
1970,Arizona,04,003,Cochise,18244
1970,Arizona,04,005,Coconino,5396
1970,Arizona,04,007,Gila,6074
1970,Arizona,04,009,Graham,4449
1970,Arizona,04,011,Greenlee,4892
1970,Arizona,04,013,Maricopa,112225
1970,Arizona,04,015,Mohave,848
1970,Arizona,04,017,Navajo,2853
1970,Arizona,04,019,Pima,64136
1970,Arizona,04,021,Pinal,18329
1970,Arizona,04,023,Santa Cruz,10208
1970,Arizona,04,025,Yavapai,2110
1970,Arizona,04,027,Yuma,13905
1970,Arkansas,05,001,Arkansas,158
1970,Arkansas,05,003,Ashley,0
1970,Arkansas,05,005,Baxter,24
1970,Arkansas,05,007,Benton,149
1970,Arkansas,05,009,Boone,200
1970,Arkansas,05,011,Bradley,94
1970,Arkansas,05,013,Calhoun,155
1970,Arkansas,05,015,Carroll,133
1970,Arkansas,05,017,Chicot,0
1970,Arkansas,05,019,Clark,316
1970,Arkansas,05,021,Clay,286
1970,Arkansas,05,023,Cleburne,541
1970,Arkansas,05,025,Cleveland,0
1970,Arkansas,05,027,Columbia,771
1970,Arkansas,05,029,Conway,0
1970,Arkansas,05,031,Craighead,748
1970,Arkansas,05,033,Crawford,179
1970,Arkansas,05,035,Crittenden,778
1970,Arkansas,05,037,Cross,439
1970,Arkansas,05,039,Dallas,144
1970,Arkansas,05,041,Desha,75
1970,Arkansas,05,043,Drew,179
1970,Arkansas,05,045,Faulkner,59
1970,Arkansas,05,047,Franklin,41
1970,Arkansas,05,049,Fulton,817
1970,Arkansas,05,051,Garland,493
1970,Arkansas,05,053,Grant,2194
1970,Arkansas,05,055,Greene,748
1970,Arkansas,05,057,Hempstead,0
1970,Arkansas,05,059,Hot Spring,154
1970,Arkansas,05,061,Howard,0
1970,Arkansas,05,063,Independence,160
1970,Arkansas,05,065,Izard,0
1970,Arkansas,05,067,Jackson,389
1970,Arkansas,05,069,Jefferson,408
1970,Arkansas,05,071,Johnson,373
1970,Arkansas,05,073,Lafayette,114
1970,Arkansas,05,075,Lawrence,347
1970,Arkansas,05,077,Lee,456
1970,Arkansas,05,079,Lincoln,48
1970,Arkansas,05,081,Little River,80
1970,Arkansas,05,083,Logan,0
1970,Arkansas,05,085,Lonoke,35
1970,Arkansas,05,087,Madison,107
1970,Arkansas,05,089,Marion,46
1970,Arkansas,05,091,Miller,60
1970,Arkansas,05,093,Mississippi,1002
1970,Arkansas,05,095,Monroe,1242
1970,Arkansas,05,097,Montgomery,78
1970,Arkansas,05,099,Nevada,1066
1970,Arkansas,05,101,Newton,0
1970,Arkansas,05,103,Ouachita,124
1970,Arkansas,05,105,Perry,0
1970,Arkansas,05,107,Phillips,1300
1970,Arkansas,05,109,Pike,0
1970,Arkansas,05,111,Poinsett,480
1970,Arkansas,05,113,Polk,47
1970,Arkansas,05,115,Pope,19
1970,Arkansas,05,117,Prairie,0
1970,Arkansas,05,119,Pulaski,3037
1970,Arkansas,05,121,Randolph,331
1970,Arkansas,05,125,Saline,200
1970,Arkansas,05,127,Scott,186
1970,Arkansas,05,129,Searcy,0
1970,Arkansas,05,131,Sebastian,305
1970,Arkansas,05,133,Sevier,726
1970,Arkansas,05,135,Sharp,45
1970,Arkansas,05,123,St Francis,543
1970,Arkansas,05,137,Stone,0
1970,Arkansas,05,139,Union,194
1970,Arkansas,05,141,Van Buren,0
1970,Arkansas,05,143,Washington,451
1970,Arkansas,05,145,White,113
1970,Arkansas,05,147,Woodruff,348
1970,Arkansas,05,149,Yell,23
1970,California,06,001,Alameda,86585
1970,California,06,003,Alpine,0
1970,California,06,005,Amador,333
1970,California,06,007,Butte,3589
1970,California,06,009,Calaveras,348
1970,California,06,011,Colusa,1581
1970,California,06,013,Contra Costa,29545
1970,California,06,015,Del Norte,123
1970,California,06,017,El Dorado,577
1970,California,06,019,Fresno,93502
1970,California,06,021,Glenn,1052
1970,California,06,023,Humboldt,1894
1970,California,06,025,Imperial,30094
1970,California,06,027,Inyo,412
1970,California,06,029,Kern,49840
1970,California,06,031,Kings,9496
1970,California,06,033,Lake,823
1970,California,06,035,Lassen,517
1970,California,06,037,Los Angeles,1051409
1970,California,06,039,Madera,7576
1970,California,06,041,Marin,5781
1970,California,06,043,Mariposa,77
1970,California,06,045,Mendocino,1290
1970,California,06,047,Merced,17834
1970,California,06,049,Modoc,246
1970,California,06,051,Mono,0
1970,California,06,053,Monterey,37786
1970,California,06,055,Napa,2488
1970,California,06,057,Nevada,174
1970,California,06,059,Orange,117395
1970,California,06,061,Placer,4146
1970,California,06,063,Plumas,342
1970,California,06,065,Riverside,63870
1970,California,06,067,Sacramento,42197
1970,California,06,069,San Benito,7489
1970,California,06,071,San Bernardino,89372
1970,California,06,073,San Diego,121485
1970,California,06,075,San Francisco,69633
1970,California,06,077,San Joaquin,40676
1970,California,06,079,San Luis Obispo,9787
1970,California,06,081,San Mateo,39909
1970,California,06,083,Santa Barbara,31663
1970,California,06,085,Santa Clara,129010
1970,California,06,087,Santa Cruz,9642
1970,California,06,089,Shasta,1787
1970,California,06,091,Sierra,99
1970,California,06,093,Siskiyou,1328
1970,California,06,095,Solano,9789
1970,California,06,097,Sonoma,8207
1970,California,06,099,Stanislaus,17186
1970,California,06,101,Sutter,3545
1970,California,06,103,Tehama,1097
1970,California,06,105,Trinity,56
1970,California,06,107,Tulare,39054
1970,California,06,109,Tuolumne,1262
1970,California,06,111,Ventura,60138
1970,California,06,113,Yolo,11290
1970,California,06,115,Yuba,2866
1970,Colorado,08,001,Adams,19445
1970,Colorado,08,003,Alamosa,3938
1970,Colorado,08,005,Arapahoe,4291
1970,Colorado,08,007,Archuleta,1219
1970,Colorado,08,009,Baca,407
1970,Colorado,08,011,Bent,863
1970,Colorado,08,013,Boulder,5593
1970,Colorado,08,015,Chaffee,522
1970,Colorado,08,017,Cheyenne,41
1970,Colorado,08,019,Clear Creek,183
1970,Colorado,08,021,Conejos,2990
1970,Colorado,08,023,Costilla,1148
1970,Colorado,08,025,Crowley,1162
1970,Colorado,08,027,Custer,38
1970,Colorado,08,029,Delta,1197
1970,Colorado,08,031,Denver,68814
1970,Colorado,08,033,Dolores,227
1970,Colorado,08,035,Douglas,130
1970,Colorado,08,037,Eagle,1680
1970,Colorado,08,041,El Paso,15041
1970,Colorado,08,039,Elbert,0
1970,Colorado,08,043,Fremont,1935
1970,Colorado,08,045,Garfield,485
1970,Colorado,08,047,Gilpin,0
1970,Colorado,08,049,Grand,28
1970,Colorado,08,051,Gunnison,286
1970,Colorado,08,053,Hinsdale,0
1970,Colorado,08,055,Huerfano,2762
1970,Colorado,08,057,Jackson,361
1970,Colorado,08,059,Jefferson,4889
1970,Colorado,08,061,Kiowa,0
1970,Colorado,08,063,Kit Carson,509
1970,Colorado,08,067,La Plata,2528
1970,Colorado,08,065,Lake,1339
1970,Colorado,08,069,Larimer,4565
1970,Colorado,08,071,Las Animas,5583
1970,Colorado,08,073,Lincoln,0
1970,Colorado,08,075,Logan,837
1970,Colorado,08,077,Mesa,3673
1970,Colorado,08,079,Mineral,0
1970,Colorado,08,081,Moffat,401
1970,Colorado,08,083,Montezuma,1246
1970,Colorado,08,085,Montrose,2059
1970,Colorado,08,087,Morgan,1394
1970,Colorado,08,089,Otero,7173
1970,Colorado,08,091,Ouray,243
1970,Colorado,08,093,Park,201
1970,Colorado,08,095,Phillips,0
1970,Colorado,08,097,Pitkin,35
1970,Colorado,08,099,Prowers,1730
1970,Colorado,08,101,Pueblo,32612
1970,Colorado,08,103,Rio Blanco,0
1970,Colorado,08,105,Rio Grande,2840
1970,Colorado,08,107,Routt,97
1970,Colorado,08,109,Saguache,1772
1970,Colorado,08,111,San Juan,256
1970,Colorado,08,113,San Miguel,69
1970,Colorado,08,115,Sedgwick,100
1970,Colorado,08,117,Summit,20
1970,Colorado,08,119,Teller,59
1970,Colorado,08,121,Washington,0
1970,Colorado,08,123,Weld,14336
1970,Colorado,08,125,Yuma,154
1970,Connecticut,09,001,Fairfield,24257
1970,Connecticut,09,003,Hartford,20766
1970,Connecticut,09,005,Litchfield,617
1970,Connecticut,09,007,Middlesex,1033
1970,Connecticut,09,009,New Haven,14709
1970,Connecticut,09,011,New London,2279
1970,Connecticut,09,013,Tolland,522
1970,Connecticut,09,015,Windham,1275
1970,Delaware,10,001,Kent,914
1970,Delaware,10,003,New Castle,6335
1970,Delaware,10,005,Sussex,1228
1970,District of Columbia,11,001,District Of Columbia,15108
1970,Florida,12,001,Alachua,2092
1970,Florida,12,003,Baker,39
1970,Florida,12,005,Bay,78
1970,Florida,12,007,Bradford,245
1970,Florida,12,009,Brevard,3132
1970,Florida,12,011,Broward,11771
1970,Florida,12,013,Calhoun,0
1970,Florida,12,015,Charlotte,133
1970,Florida,12,017,Citrus,114
1970,Florida,12,019,Clay,255
1970,Florida,12,021,Collier,2906
1970,Florida,12,023,Columbia,491
1970,Florida,12,025,Dade,280090
1970,Florida,12,027,De Soto,125
1970,Florida,12,029,Dixie,102
1970,Florida,12,031,Duval,8674
1970,Florida,12,033,Escambia,3850
1970,Florida,12,035,Flagler,0
1970,Florida,12,037,Franklin,0
1970,Florida,12,039,Gadsden,87
1970,Florida,12,041,Gilchrist,51
1970,Florida,12,043,Glades,97
1970,Florida,12,045,Gulf,0
1970,Florida,12,047,Hamilton,107
1970,Florida,12,049,Hardee,1181
1970,Florida,12,051,Hendry,714
1970,Florida,12,053,Hernando,1171
1970,Florida,12,055,Highlands,88
1970,Florida,12,057,Hillsborough,36768
1970,Florida,12,059,Holmes,0
1970,Florida,12,061,Indian River,117
1970,Florida,12,063,Jackson,61
1970,Florida,12,065,Jefferson,43
1970,Florida,12,067,Lafayette,184
1970,Florida,12,069,Lake,2274
1970,Florida,12,071,Lee,2310
1970,Florida,12,073,Leon,1816
1970,Florida,12,075,Levy,158
1970,Florida,12,077,Liberty,55
1970,Florida,12,079,Madison,212
1970,Florida,12,081,Manatee,552
1970,Florida,12,083,Marion,444
1970,Florida,12,085,Martin,408
1970,Florida,12,087,Monroe,3949
1970,Florida,12,089,Nassau,263
1970,Florida,12,091,Okaloosa,845
1970,Florida,12,093,Okeechobee,257
1970,Florida,12,095,Orange,6902
1970,Florida,12,097,Osceola,101
1970,Florida,12,099,Palm Beach,13136
1970,Florida,12,101,Pasco,1452
1970,Florida,12,103,Pinellas,6681
1970,Florida,12,105,Polk,3412
1970,Florida,12,107,Putnam,513
1970,Florida,12,113,Santa Rosa,87
1970,Florida,12,115,Sarasota,582
1970,Florida,12,117,Seminole,1028
1970,Florida,12,109,St Johns,489
1970,Florida,12,111,St Lucie,626
1970,Florida,12,119,Sumter,294
1970,Florida,12,121,Suwannee,112
1970,Florida,12,123,Taylor,191
1970,Florida,12,125,Union,130
1970,Florida,12,127,Volusia,991
1970,Florida,12,129,Wakulla,0
1970,Florida,12,131,Walton,0
1970,Florida,12,133,Washington,0
1970,Georgia,13,001,Appling,0
1970,Georgia,13,003,Atkinson,0
1970,Georgia,13,005,Bacon,0
1970,Georgia,13,007,Baker,0
1970,Georgia,13,009,Baldwin,640
1970,Georgia,13,011,Banks,0
1970,Georgia,13,013,Barrow,64
1970,Georgia,13,015,Bartow,22
1970,Georgia,13,017,Ben Hill,720
1970,Georgia,13,019,Berrien,0
1970,Georgia,13,021,Bibb,1983
1970,Georgia,13,023,Bleckley,67
1970,Georgia,13,025,Brantley,0
1970,Georgia,13,027,Brooks,60
1970,Georgia,13,029,Bryan,0
1970,Georgia,13,031,Bulloch,3
1970,Georgia,13,033,Burke,232
1970,Georgia,13,035,Butts,0
1970,Georgia,13,037,Calhoun,0
1970,Georgia,13,039,Camden,183
1970,Georgia,13,043,Candler,18
1970,Georgia,13,045,Carroll,398
1970,Georgia,13,047,Catoosa,0
1970,Georgia,13,049,Charlton,0
1970,Georgia,13,051,Chatham,739
1970,Georgia,13,053,Chattahoochee,1095
1970,Georgia,13,055,Chattooga,58
1970,Georgia,13,057,Cherokee,49
1970,Georgia,13,059,Clarke,493
1970,Georgia,13,061,Clay,0
1970,Georgia,13,063,Clayton,1279
1970,Georgia,13,065,Clinch,0
1970,Georgia,13,067,Cobb,2381
1970,Georgia,13,069,Coffee,0
1970,Georgia,13,071,Colquitt,37
1970,Georgia,13,073,Columbia,0
1970,Georgia,13,075,Cook,0
1970,Georgia,13,077,Coweta,180
1970,Georgia,13,079,Crawford,0
1970,Georgia,13,081,Crisp,1385
1970,Georgia,13,083,Dade,25
1970,Georgia,13,085,Dawson,0
1970,Georgia,13,089,De Kalb,3929
1970,Georgia,13,087,Decatur,0
1970,Georgia,13,091,Dodge,615
1970,Georgia,13,093,Dooly,123
1970,Georgia,13,095,Dougherty,833
1970,Georgia,13,097,Douglas,17
1970,Georgia,13,099,Early,46
1970,Georgia,13,101,Echols,0
1970,Georgia,13,103,Effingham,0
1970,Georgia,13,105,Elbert,67
1970,Georgia,13,107,Emanuel,0
1970,Georgia,13,109,Evans,86
1970,Georgia,13,111,Fannin,0
1970,Georgia,13,113,Fayette,129
1970,Georgia,13,115,Floyd,220
1970,Georgia,13,117,Forsyth,335
1970,Georgia,13,119,Franklin,58
1970,Georgia,13,121,Fulton,8260
1970,Georgia,13,123,Gilmer,42
1970,Georgia,13,125,Glascock,0
1970,Georgia,13,127,Glynn,195
1970,Georgia,13,129,Gordon,72
1970,Georgia,13,131,Grady,0
1970,Georgia,13,133,Greene,0
1970,Georgia,13,135,Gwinnett,703
1970,Georgia,13,137,Habersham,1991
1970,Georgia,13,139,Hall,663
1970,Georgia,13,141,Hancock,0
1970,Georgia,13,143,Haralson,47
1970,Georgia,13,145,Harris,0
1970,Georgia,13,147,Hart,380
1970,Georgia,13,149,Heard,0
1970,Georgia,13,151,Henry,0
1970,Georgia,13,153,Houston,858
1970,Georgia,13,155,Irwin,0
1970,Georgia,13,157,Jackson,315
1970,Georgia,13,159,Jasper,0
1970,Georgia,13,161,Jeff Davis,25
1970,Georgia,13,163,Jefferson,0
1970,Georgia,13,165,Jenkins,0
1970,Georgia,13,167,Johnson,17
1970,Georgia,13,169,Jones,0
1970,Georgia,13,171,Lamar,25
1970,Georgia,13,173,Lanier,65
1970,Georgia,13,175,Laurens,0
1970,Georgia,13,177,Lee,0
1970,Georgia,13,179,Liberty,529
1970,Georgia,13,181,Lincoln,0
1970,Georgia,13,183,Long,0
1970,Georgia,13,185,Lowndes,252
1970,Georgia,13,187,Lumpkin,0
1970,Georgia,13,193,Macon,0
1970,Georgia,13,195,Madison,330
1970,Georgia,13,197,Marion,315
1970,Georgia,13,189,Mc Duffie,0
1970,Georgia,13,191,Mc Intosh,0
1970,Georgia,13,199,Meriwether,59
1970,Georgia,13,201,Miller,0
1970,Georgia,13,205,Mitchell,33
1970,Georgia,13,207,Monroe,20
1970,Georgia,13,209,Montgomery,0
1970,Georgia,13,211,Morgan,23
1970,Georgia,13,213,Murray,0
1970,Georgia,13,215,Muscogee,3318
1970,Georgia,13,217,Newton,227
1970,Georgia,13,219,Oconee,91
1970,Georgia,13,221,Oglethorpe,0
1970,Georgia,13,223,Paulding,0
1970,Georgia,13,225,Peach,87
1970,Georgia,13,227,Pickens,16
1970,Georgia,13,229,Pierce,595
1970,Georgia,13,231,Pike,266
1970,Georgia,13,233,Polk,1091
1970,Georgia,13,235,Pulaski,0
1970,Georgia,13,237,Putnam,0
1970,Georgia,13,239,Quitman,0
1970,Georgia,13,241,Rabun,0
1970,Georgia,13,243,Randolph,0
1970,Georgia,13,245,Richmond,1317
1970,Georgia,13,247,Rockdale,410
1970,Georgia,13,249,Schley,0
1970,Georgia,13,251,Screven,0
1970,Georgia,13,253,Seminole,0
1970,Georgia,13,255,Spalding,0
1970,Georgia,13,257,Stephens,226
1970,Georgia,13,259,Stewart,0
1970,Georgia,13,261,Sumter,68
1970,Georgia,13,263,Talbot,0
1970,Georgia,13,265,Taliaferro,0
1970,Georgia,13,267,Tattnall,109
1970,Georgia,13,269,Taylor,0
1970,Georgia,13,271,Telfair,0
1970,Georgia,13,273,Terrell,0
1970,Georgia,13,275,Thomas,493
1970,Georgia,13,277,Tift,481
1970,Georgia,13,279,Toombs,0
1970,Georgia,13,281,Towns,0
1970,Georgia,13,283,Treutlen,0
1970,Georgia,13,285,Troup,80
1970,Georgia,13,287,Turner,0
1970,Georgia,13,289,Twiggs,0
1970,Georgia,13,291,Union,218
1970,Georgia,13,293,Upson,47
1970,Georgia,13,295,Walker,118
1970,Georgia,13,297,Walton,199
1970,Georgia,13,299,Ware,831
1970,Georgia,13,301,Warren,519
1970,Georgia,13,303,Washington,0
1970,Georgia,13,305,Wayne,88
1970,Georgia,13,307,Webster,0
1970,Georgia,13,309,Wheeler,320
1970,Georgia,13,311,White,0
1970,Georgia,13,313,Whitfield,155
1970,Georgia,13,315,Wilcox,0
1970,Georgia,13,317,Wilkes,0
1970,Georgia,13,319,Wilkinson,107
1970,Georgia,13,321,Worth,24
1970,Hawaii,15,001,Hawaii,1958
1970,Hawaii,15,003,Honolulu,20236
1970,Hawaii,15,007,Kauai,880
1970,Hawaii,15,009,Maui,1747
1970,Idaho,16,001,Ada,1053
1970,Idaho,16,003,Adams,23
1970,Idaho,16,005,Bannock,1438
1970,Idaho,16,007,Bear Lake,76
1970,Idaho,16,009,Benewah,57
1970,Idaho,16,011,Bingham,1453
1970,Idaho,16,013,Blaine,35
1970,Idaho,16,015,Boise,0
1970,Idaho,16,017,Bonner,141
1970,Idaho,16,019,Bonneville,801
1970,Idaho,16,021,Boundary,0
1970,Idaho,16,023,Butte,27
1970,Idaho,16,025,Camas,0
1970,Idaho,16,027,Canyon,3312
1970,Idaho,16,029,Caribou,155
1970,Idaho,16,031,Cassia,853
1970,Idaho,16,033,Clark,36
1970,Idaho,16,035,Clearwater,0
1970,Idaho,16,037,Custer,0
1970,Idaho,16,039,Elmore,865
1970,Idaho,16,041,Franklin,0
1970,Idaho,16,043,Fremont,289
1970,Idaho,16,045,Gem,86
1970,Idaho,16,047,Gooding,245
1970,Idaho,16,049,Idaho,0
1970,Idaho,16,051,Jefferson,0
1970,Idaho,16,053,Jerome,307
1970,Idaho,16,055,Kootenai,81
1970,Idaho,16,057,Latah,54
1970,Idaho,16,059,Lemhi,0
1970,Idaho,16,061,Lewis,141
1970,Idaho,16,063,Lincoln,383
1970,Idaho,16,065,Madison,0
1970,Idaho,16,067,Minidoka,1032
1970,Idaho,16,069,Nez Perce,118
1970,Idaho,16,071,Oneida,0
1970,Idaho,16,073,Owyhee,364
1970,Idaho,16,075,Payette,845
1970,Idaho,16,077,Power,129
1970,Idaho,16,079,Shoshone,99
1970,Idaho,16,081,Teton,0
1970,Idaho,16,083,Twin Falls,1045
1970,Idaho,16,085,Valley,0
1970,Idaho,16,087,Washington,534
1970,Illinois,17,001,Adams,888
1970,Illinois,17,003,Alexander,35
1970,Illinois,17,005,Bond,0
1970,Illinois,17,007,Boone,391
1970,Illinois,17,009,Brown,0
1970,Illinois,17,011,Bureau,700
1970,Illinois,17,013,Calhoun,69
1970,Illinois,17,015,Carroll,90
1970,Illinois,17,017,Cass,0
1970,Illinois,17,019,Champaign,3370
1970,Illinois,17,021,Christian,0
1970,Illinois,17,023,Clark,0
1970,Illinois,17,025,Clay,45
1970,Illinois,17,027,Clinton,1784
1970,Illinois,17,029,Coles,907
1970,Illinois,17,031,Cook,282922
1970,Illinois,17,033,Crawford,1301
1970,Illinois,17,035,Cumberland,129
1970,Illinois,17,039,De Witt,305
1970,Illinois,17,037,De Kalb,487
1970,Illinois,17,041,Douglas,296
1970,Illinois,17,043,Du Page,8200
1970,Illinois,17,045,Edgar,0
1970,Illinois,17,047,Edwards,307
1970,Illinois,17,049,Effingham,55
1970,Illinois,17,051,Fayette,20
1970,Illinois,17,053,Ford,35
1970,Illinois,17,055,Franklin,36
1970,Illinois,17,057,Fulton,143
1970,Illinois,17,059,Gallatin,1208
1970,Illinois,17,061,Greene,90
1970,Illinois,17,063,Grundy,60
1970,Illinois,17,065,Hamilton,0
1970,Illinois,17,067,Hancock,470
1970,Illinois,17,069,Hardin,91
1970,Illinois,17,071,Henderson,0
1970,Illinois,17,073,Henry,896
1970,Illinois,17,075,Iroquois,247
1970,Illinois,17,077,Jackson,2208
1970,Illinois,17,079,Jasper,23
1970,Illinois,17,081,Jefferson,51
1970,Illinois,17,083,Jersey,0
1970,Illinois,17,085,Jo Daviess,19
1970,Illinois,17,087,Johnson,0
1970,Illinois,17,089,Kane,12649
1970,Illinois,17,091,Kankakee,947
1970,Illinois,17,093,Kendall,46
1970,Illinois,17,095,Knox,1410
1970,Illinois,17,099,La Salle,3983
1970,Illinois,17,097,Lake,9435
1970,Illinois,17,101,Lawrence,44
1970,Illinois,17,103,Lee,1637
1970,Illinois,17,105,Livingston,285
1970,Illinois,17,107,Logan,183
1970,Illinois,17,115,Macon,3134
1970,Illinois,17,117,Macoupin,347
1970,Illinois,17,119,Madison,3744
1970,Illinois,17,121,Marion,92
1970,Illinois,17,123,Marshall,126
1970,Illinois,17,125,Mason,0
1970,Illinois,17,127,Massac,0
1970,Illinois,17,109,Mc Donough,339
1970,Illinois,17,111,Mc Henry,1689
1970,Illinois,17,113,Mc Lean,1386
1970,Illinois,17,129,Menard,35
1970,Illinois,17,131,Mercer,18
1970,Illinois,17,133,Monroe,0
1970,Illinois,17,135,Montgomery,112
1970,Illinois,17,137,Morgan,297
1970,Illinois,17,139,Moultrie,42
1970,Illinois,17,141,Ogle,135
1970,Illinois,17,143,Peoria,3939
1970,Illinois,17,145,Perry,296
1970,Illinois,17,147,Piatt,25
1970,Illinois,17,149,Pike,952
1970,Illinois,17,151,Pope,39
1970,Illinois,17,153,Pulaski,0
1970,Illinois,17,155,Putnam,0
1970,Illinois,17,157,Randolph,240
1970,Illinois,17,159,Richland,0
1970,Illinois,17,161,Rock Island,4809
1970,Illinois,17,165,Saline,99
1970,Illinois,17,167,Sangamon,3618
1970,Illinois,17,169,Schuyler,0
1970,Illinois,17,171,Scott,0
1970,Illinois,17,173,Shelby,134
1970,Illinois,17,163,St Clair,5896
1970,Illinois,17,175,Stark,0
1970,Illinois,17,177,Stephenson,750
1970,Illinois,17,179,Tazewell,2870
1970,Illinois,17,181,Union,279
1970,Illinois,17,183,Vermilion,1849
1970,Illinois,17,185,Wabash,0
1970,Illinois,17,187,Warren,110
1970,Illinois,17,189,Washington,0
1970,Illinois,17,191,Wayne,125
1970,Illinois,17,193,White,16
1970,Illinois,17,195,Whiteside,3577
1970,Illinois,17,197,Will,9320
1970,Illinois,17,199,Williamson,60
1970,Illinois,17,201,Winnebago,3221
1970,Illinois,17,203,Woodford,987
1970,Indiana,18,001,Adams,1491
1970,Indiana,18,003,Allen,4900
1970,Indiana,18,005,Bartholomew,260
1970,Indiana,18,007,Benton,0
1970,Indiana,18,009,Blackford,190
1970,Indiana,18,011,Boone,1003
1970,Indiana,18,013,Brown,0
1970,Indiana,18,015,Carroll,58
1970,Indiana,18,017,Cass,198
1970,Indiana,18,019,Clark,2458
1970,Indiana,18,021,Clay,190
1970,Indiana,18,023,Clinton,170
1970,Indiana,18,025,Crawford,194
1970,Indiana,18,027,Daviess,108
1970,Indiana,18,033,De Kalb,117
1970,Indiana,18,029,Dearborn,88
1970,Indiana,18,031,Decatur,474
1970,Indiana,18,035,Delaware,3089
1970,Indiana,18,037,Dubois,112
1970,Indiana,18,039,Elkhart,2362
1970,Indiana,18,041,Fayette,644
1970,Indiana,18,043,Floyd,1013
1970,Indiana,18,045,Fountain,160
1970,Indiana,18,047,Franklin,348
1970,Indiana,18,049,Fulton,138
1970,Indiana,18,051,Gibson,39
1970,Indiana,18,053,Grant,1957
1970,Indiana,18,055,Greene,187
1970,Indiana,18,057,Hamilton,1280
1970,Indiana,18,059,Hancock,701
1970,Indiana,18,061,Harrison,0
1970,Indiana,18,063,Hendricks,1643
